url,name,designation,college,department,research_area,research_area_details,experience,institution_name,,,,,,,,,,
https://iitg.irins.org/profile/128186,Prof Ramgopal V. S. Uppaluri,Professor,"Indian Institute of Technology, Guwahati",Department of Chemical Engineering,Chemical Engineering,"Major:Electroless Plating, Evolutionary Engineering Optimization, Low Cost Ceramic Membranes, Microfiltration","[""Professor | Department of Chemical Engineering | Indian Institute of Technology, Guwahati""]",Indian Institute of Technology Guwahati,,,,,,,,,,
https://iitg.irins.org/profile/128167,Prof Animes Kr. Golder,Professor,"Indian Institute of Technology, Guwahati",Department of Chemical Engineering,Chemical Engineering,Photocatalytic water treatment and water-splitting | Nanoparticle for water purification and sensor development | Electro-and bio-remediation of heavy metals | Advanced oxidation processes | Physiochemical water treatment techniques,"[""Professor | Department of Chemical Engineering | Indian Institute of Technology, Guwahati""]",Indian Institute of Technology Guwahati,,,,,,,,,,
https://iitg.irins.org/profile/128171,Prof Chandan Das,Professor,"Indian Institute of Technology, Guwahati",Department of Chemical Engineering,Chemical Engineering,"Membrane Separation Technology, Food Science and Technology, Sustainable Material for Corrosion Protection, Heavy metal remediation using Sprirulina pletensis, a blue-green micro algae","[""Professor | Department of Chemical Engineering | Indian Institute of Technology, Guwahati""]",Indian Institute of Technology Guwahati,,,,,,,,,,
https://iitg.irins.org/profile/128178,Prof Vimal Katiyar,Professor,"Indian Institute of Technology, Guwahati",Department of Chemical Engineering,Chemical Engineering,"Synthetic and Natural Polymers, Polymer Processing, Biothermoset, Nanobiocomposite, Organic Solar Cells","[""Professor | Department of Chemical Engineering | Indian Institute of Technology, Guwahati"", ""Associate Professor | Department of Chemical Engineering | Indian Institute of Technology, Guwahati"", ""Assistant Professor | Department of Chemical Engineering | Indian Institute of Technology, Guwahati""]",Indian Institute of Technology Guwahati,,,,,,,,,,
https://iitg.irins.org/profile/128174,Prof Aloke Kumar Ghoshal,Professor,"Indian Institute of Technology, Guwahati",Department of Chemical Engineering,Chemical Engineering,"Advanced Separation Technology, Modeling and Simulation, Environmental Pollution Control, Pyrolysis of waste plastics","[""Professor | Department of Chemical Engineering | Indian Institute of Technology, Guwahati""]",Indian Institute of Technology Guwahati,,,,,,,,,,
https://iitg.irins.org/profile/128190,Dr Prabu Vairakannu,Professor,"Indian Institute of Technology, Guwahati",Department of Chemical Engineering,Chemical Engineering,"Clean energy production, Pyrolysis, Combustion, Gasification and Liquefaction technologies, Energy and Exergy analysis, Carbon Sequestration","[""Professor | Department of Chemical Engineering | Indian Institute of Technology, Guwahati"", ""Associate Professor | Department of Chemical Engineering | Indian Institute of Technology, Guwahati""]",Indian Institute of Technology Guwahati,,,,,,,,,,
https://iitg.irins.org/profile/128172,Dr Raghvendra Gupta,Professor,"Indian Institute of Technology, Guwahati",Department of Chemical Engineering,Chemical Engineering,"Multiphase flow, Microfluidics and micro process engineering, Computational and experimental fluid dynamics","[""Professor | Department of Chemical Engineering | Indian Institute of Technology, Guwahati"", ""Associate Professor | Department of Chemical Engineering | Indian Institute of Technology, Guwahati"", ""Assistant Professor | Indian Institute of Technology, Guwahati"", ""Assistant Professor | Birla Institute of Technology and Science, Pilani"", ""Scientist | A*STAR Institute of High Performance Computing""]",Indian Institute of Technology Guwahati,,,,,,,,,,
https://iitg.irins.org/profile/128182,Dr Partho Sarathi Gooh Pattader,Associate Professor,"Indian Institute of Technology, Guwahati",Department of Chemical Engineering,Chemical Engineering,"Stochastic dynamics, Colloid and Interface science, Tribology, Soft matter","[""Associate Professor | Department of Chemical Engineering | Indian Institute of Technology, Guwahati"", ""Assistant Professor | Department of Chemical Engineering | Indian Institute of Technology, Guwahati""]",Indian Institute of Technology Guwahati,,,,,,,,,,
https://iitg.irins.org/profile/128176,Prof G. Pugazhenthi,Professor,"Indian Institute of Technology, Guwahati",Department of Chemical Engineering,Chemical Engineering,"Membrane Separation, Polymer Nanocomposites, Nanomaterials, Adsorption, Biological Treatment, Biorefinery","[""Professor | Department of Chemical Engineering | Indian Institute of Technology, Guwahati"", ""Senior Scientist | Non Ferrous Technology Development Centre""]",Indian Institute of Technology Guwahati,,,,,,,,,,
https://iitg.irins.org/profile/128187,Dr R. Anandalakshmi,Associate Professor,"Indian Institute of Technology, Guwahati",Department of Chemical Engineering,Chemical Engineering,"Computational Heat Transfer and Fluid Flow, Process Modeling and Simulation, Solar Thermal Energy Conversion, Energy Efficient Design of Thermal Systems, Microwave Assisted Food and Material Processing, Food Packaging and Preservation, Refrigeration and Air-conditioning Systems","[""Associate Professor | Department of Chemical Engineering | Indian Institute of Technology, Guwahati""]",Indian Institute of Technology Guwahati,,,,,,,,,,
https://iitg.irins.org/profile/128192,Dr Senthilmurugan S,Professor,"Indian Institute of Technology, Guwahati",Department of Chemical Engineering,Chemical Engineering,"Modeling and Optimization of Novel Processes, Process Design and Operation of Membrane Separation Processes, Waste and waste water treatment (WWWT) for Process Industries, Novel Desalination Technologies, Smart Water Grid, Waste to Energy","[""Professor | Department of Chemical Engineering | Indian Institute of Technology, Guwahati"", ""Associate Professor | Department of Chemical Engineering | Indian Institute of Technology, Guwahati""]",Indian Institute of Technology Guwahati,,,,,,,,,,
https://iitg.irins.org/profile/634169,Dr Shambojit Roy,Assistant Professor,"Indian Institute of Technology, Guwahati",Department of Chemical Engineering,Polymer Science,"Drug delivery, Biomaterials, Cancer therapeutics, Protein engineering, Microscopy and Imaging","[""Assistant Professor | Department of Chemical Engineering | Indian Institute of Technology, Guwahati""]",Indian Institute of Technology Guwahati,,,,,,,,,,
https://iitg.irins.org/profile/128195,Dr Amit Kumar,Professor,"Indian Institute of Technology, Guwahati",Department of Chemical Engineering,Chemical Engineering,"Gas Transport in Nanoporous Materials, Molecular simulation, Statistical Mechanics","[""Professor | Department of Chemical Engineering | Indian Institute of Technology, Guwahati"", ""Associate Professor | Department of Chemical Engineering | Indian Institute of Technology, Guwahati""]",Indian Institute of Technology Guwahati,,,,,,,,,,
https://iitg.irins.org/profile/128168,Prof Kaustubha Mohanty,Professor,"Indian Institute of Technology, Guwahati",Department of Chemical Engineering,Chemical Engineering,"Biofuels, Biomass pyrolysis, Biological wastewater treatment, Heterogeneous catalysis, Microalgae biorefinery, Membrane based separations, Ionic liquid based separations, Waste management","[""Professor | Department of Chemical Engineering | Indian Institute of Technology, Guwahati"", ""Associate Professor | Department of Chemical Engineering | Indian Institute of Technology, Guwahati"", ""Assistant Professor | Department of Chemical Engineering | Indian Institute of Technology, Guwahati""]",Indian Institute of Technology Guwahati,,,,,,,,,,
https://iitg.irins.org/profile/128194,Prof Nanda Kishore,Professor,"Indian Institute of Technology, Guwahati",Department of Chemical Engineering,Chemical Engineering,"Biofuels, Computational Fluid Flow and Heat/Mass Transfer, Density Functional Theory, Non-Newtonian Fluids","[""Professor | Department of Chemical Engineering | Indian Institute of Technology, Guwahati"", ""Associate Professor | Department of Chemical Engineering | Indian Institute of Technology, Guwahati"", ""Assistant Professor | Department of Chemical Engineering | Indian Institute of Technology, Guwahati"", ""Post-Doctoral Fellow | School of Engineering Sciences | Brunel Research Fellow"", ""Assistant Professor | Department of Chemical Engineering | National Institute of Technology, Warangal"", ""Senior Research Fellow | Department of Chemical Engineering | Indian Institute of Technology Kanpur""]",Indian Institute of Technology Guwahati,,,,,,,,,,
https://iitg.irins.org/profile/153097,Prof Mihir Kumar Purkait (HAG),Professor (HAG),"Indian Institute of Technology, Guwahati",Department of Chemical Engineering,Chemical Engineering,"1) Smart membranes and advanced separation processes

2) Water and wastewater treatment technologies

3) Environmental nanotechnology and functional materials

4) Waste-to-Wealth and resource recovery

5) Technology development and commercialization

6) Academic leadership and policy advisory roles","[""Professor (HAG) | Department of Chemical Engineering | Indian Institute of Technology, Guwahati"", ""Professor | Department of Chemical Engineering | Indian Institute of Technology, Guwahati"", ""Associate Professor | Department of Chemical Engineering | Indian Institute of Technology, Guwahati"", ""Assistant Professor | Indian Institute of Technology, Guwahati"", ""Senior Lecturer | Indian Institute of Technology, Guwahati""]",Indian Institute of Technology Guwahati,,,,,,,,,,
https://iitg.irins.org/profile/128183,Dr Nageswara Rao Peela,Professor,"Indian Institute of Technology, Guwahati",Department of Chemical Engineering,Chemical Engineering,"Heterogeneous Catalysis and reaction engineering, Biomass conversion to value added chemicals, Bio-oil up-gradation to transportation fuels, Carbon dioxide activation to valuable chemicals, Metal encapsulated zeolites","[""Professor | Department of Chemical Engineering | Indian Institute of Technology, Guwahati"", ""Associate Professor | Department of Chemical Engineering | Indian Institute of Technology, Guwahati""]",Indian Institute of Technology Guwahati,,,,,,,,,,
https://iitg.irins.org/profile/128228,Prof Biplab Mondal,Professor,"Indian Institute of Technology, Guwahati",Department of Chemistry,Organic Chemistry,Bioinorganic Chemistry,"[""Professor | Department of Chemistry | Indian Institute of Technology, Guwahati""]",Indian Institute of Technology Guwahati,,,,,,,,,,
https://iitg.irins.org/profile/4584,Prof Manabendra Ray,Professor,"Indian Institute of Technology, Guwahati",Department of Chemistry,Multidisciplinary Chemistry,"Coordination Chemistry, Chiral Recognition, Metal Removal from Waste water, Bioinorganic Chemistry","[""Professor | Department of Chemistry | Indian Institute of Technology, Guwahati""]",Indian Institute of Technology Guwahati,,,,,,,,,,
https://iitg.irins.org/profile/128210,Prof Aditya Narayan Panda,Professor,"Indian Institute of Technology, Guwahati",Department of Chemistry,Applied Chemistry,Dynamics of bimolecular scattering processes,"[""Professor | Department of Chemistry | Indian Institute of Technology, Guwahati""]",Indian Institute of Technology Guwahati,,,,,,,,,,
https://iitg.irins.org/profile/128222,Prof Anil Kumar Saikia,Professor,"Indian Institute of Technology, Guwahati",Department of Chemistry,Applied Chemistry,New Synthetic Methodology and Natural Product Synthesis,"[""Professor | Department of Chemistry | Indian Institute of Technology, Guwahati""]",Indian Institute of Technology Guwahati,,,,,,,,,,
https://iitg.irins.org/profile/128212,Prof Mohd. Qureshi,Professor,"Indian Institute of Technology, Guwahati",Department of Chemistry,Applied Chemistry,Materials Chemistry,"[""Professor | Department of Chemistry | Indian Institute of Technology, Guwahati""]",Indian Institute of Technology Guwahati,,,,,,,,,,
https://iitg.irins.org/profile/128215,Dr Uttam Manna,Professor,"Indian Institute of Technology, Guwahati",Department of Chemistry,Applied Chemistry,"Bio-inspired Polymer Materials, Drug Delivery, Open Microfluidics, Chemical Sensor","[""Professor | Department of Chemistry | Indian Institute of Technology, Guwahati"", ""Associate Professor | Department of Chemistry | Indian Institute of Technology, Guwahati""]",Indian Institute of Technology Guwahati,,,,,,,,,,
https://iitg.irins.org/profile/128226,Prof Bhubaneswar Mandal,Professor,"Indian Institute of Technology, Guwahati",Department of Chemistry,Organic Chemistry,"Synthetic Organic Chemistry, Reagent Development, Peptide Chemistry, Drug Design, Protein Aggregation, Alzheimer's Disease, Parkinson's Disease, and Diabetes type II.","[""Professor | Department of Chemistry | Indian Institute of Technology, Guwahati""]",Indian Institute of Technology Guwahati,,,,,,,,,,
https://iitg.irins.org/profile/128227,Prof Ashish Kumar Gupta,Professor,"Indian Institute of Technology, Guwahati",Department of Chemistry,Applied Chemistry,Quantum Molecular Dynamics,"[""Professor | Department of Chemistry | Indian Institute of Technology, Guwahati""]",Indian Institute of Technology Guwahati,,,,,,,,,,
https://iitg.irins.org/profile/128224,Dr Sunanda Chatterjee,Associate Professor,"Indian Institute of Technology, Guwahati",Department of Chemistry,Applied Chemistry,"Peptidomimetics: Synthesis, Conformation and Biological activity","[""Associate Professor | Department of Chemistry | Indian Institute of Technology, Guwahati"", ""Assistant Professor | Department of Chemistry | Indian Institute of Technology, Guwahati""]",Indian Institute of Technology Guwahati,,,,,,,,,,
https://iitg.irins.org/profile/128213,Dr Sumana Dutta,Professor,"Indian Institute of Technology, Guwahati",Department of Chemistry,Applied Chemistry,Experimental and Theoretical Physical Chemistry / Self-organization and Nonlinear dynamics,"[""Professor | Department of Chemistry | Indian Institute of Technology, Guwahati""]",Indian Institute of Technology Guwahati,,,,,,,,,,
https://iitg.irins.org/profile/128199,Dr Dipankar Srimani,Professor,"Indian Institute of Technology, Guwahati",Department of Chemistry,Organic Chemistry,"Organic, Organometallic Chemistry and Catalysis","[""Professor | Department of Chemistry | Indian Institute of Technology, Guwahati"", ""Associate Professor | Department of Chemistry | Indian Institute of Technology, Guwahati""]",Indian Institute of Technology Guwahati,,,,,,,,,,
https://iitg.irins.org/profile/128223,Dr Akshai Kumar A. S,Assistant Professor,"Indian Institute of Technology, Guwahati",Department of Chemistry,Multidisciplinary Chemistry,"Organometallic Chemistry, Inorganic Chemistry, Organofluorine Chemistry, Catalysis (Homogeneous and Heterogeneous), C-H and C-F activation","[""Assistant Professor | Department of Chemistry | Indian Institute of Technology, Guwahati""]",Indian Institute of Technology Guwahati,,,,,,,,,,
https://iitg.irins.org/profile/128219,Prof Chandan Mukherjee,Professor,"Indian Institute of Technology, Guwahati",Department of Chemistry,Inorganic and Nuclear Chemistry,Development on MRI Contrast Agents/Electrochemical Carbon dioxide Reduction Catalysis/ Oxidation Catalysis / Molecular Magnetism / Synthesis of Single-Molecule Magnets (SMMs) / Water Oxidation Chemistry,"[""Professor | Department of Chemistry | Indian Institute of Technology, Guwahati""]",Indian Institute of Technology Guwahati,,,,,,,,,,
https://iitg.irins.org/profile/412226,Dr Kalishankar Bhattacharyya,Assistant Professor,"Indian Institute of Technology, Guwahati",Department of Chemistry,Applied Chemistry,Computational Chemistry,"[""Assistant Professor | Department of Chemistry | Indian Institute of Technology, Guwahati""]",Indian Institute of Technology Guwahati,,,,,,,,,,
https://iitg.irins.org/profile/128218,Prof Debasis Manna,Professor,"Indian Institute of Technology, Guwahati",Department of Chemistry,Applied Chemistry,"Ion transport, Liposomal drug delivery, Drug discovery and immunotherapy","[""Professor | Department of Chemistry | Indian Institute of Technology, Guwahati""]",Indian Institute of Technology Guwahati,,,,,,,,,,
https://iitg.irins.org/profile/128209,Dr Lal Mohan Kundu,Professor,"Indian Institute of Technology, Guwahati",Department of Chemistry,Applied Chemistry,"Synthetic methods, modified nucleobases and nucleic acids for artificial base pairing, peptide chemistry and conjugates for drug delivery, peptide and biopolymer based nanomaterials","[""Professor | Department of Chemistry | Indian Institute of Technology, Guwahati"", ""Associate Professor | Department of Chemistry | Indian Institute of Technology, Guwahati""]",Indian Institute of Technology Guwahati,,,,,,,,,,
https://iitg.irins.org/profile/128214,Dr Krishna Pada Bhabak,Associate Professor,"Indian Institute of Technology, Guwahati",Department of Chemistry,Organic Chemistry,"Organic and Bio-organic Chemistry / Fluorogenic Drug Delivery / Synthesis and Bio-activities of Organochalcogen (S, Se) Compounds","[""Associate Professor | Department of Chemistry | Indian Institute of Technology, Guwahati"", ""Assistant Professor | Department of Chemistry | Indian Institute of Technology, Guwahati""]",Indian Institute of Technology Guwahati,,,,,,,,,,
https://iitg.irins.org/profile/55304,Prof Arun Chattopadhyay,Professor,"Indian Institute of Technology, Guwahati",Department of Chemistry,Nanoscience and Nanotechnology,Nanoscience and Technology,"[""Professor | Department of Chemistry | Indian Institute of Technology, Guwahati""]",Indian Institute of Technology Guwahati,,,,,,,,,,
https://iitg.irins.org/profile/128220,Dr Kalyan Raidongia,Professor,"Indian Institute of Technology, Guwahati",Department of Chemistry,Applied Chemistry,"Materials science, Nanofluidics and Nanomaterials","[""Professor | Department of Chemistry | Indian Institute of Technology, Guwahati"", ""Associate Professor | Department of Chemistry | Indian Institute of Technology, Guwahati""]",Indian Institute of Technology Guwahati,,,,,,,,,,
https://iitg.irins.org/profile/441266,Dr Samir Kumar Sarkar,Assistant Professor,"Indian Institute of Technology, Guwahati",Department of Chemistry,Applied Chemistry,"Research Area: Main-group chemistry, Carbon capture utilization and storage (CCUS) and Material Chemistry","[""Assistant Professor | Department of Chemistry | Indian Institute of Technology, Guwahati""]",Indian Institute of Technology Guwahati,,,,,,,,,,
https://iitg.irins.org/profile/441231,Dr Debdas Dhabal,Assistant Professor,"Indian Institute of Technology, Guwahati",Department of Chemistry,Applied Chemistry,"Research Area: Computational Material Science, Microporous Materials, Smart Polymers, Enhanced Sampling, Machine Learning, Theory of Liquids","[""Assistant Professor | Department of Chemistry | Indian Institute of Technology, Guwahati"", ""Post-Doctoral Research Associate | Chemistry | The University of Utah"", ""Post-Doctoral Research Associate | Chemistry | The University of Pennsylvania""]",Indian Institute of Technology Guwahati,,,,,,,,,,
https://iitg.irins.org/profile/128202,Prof Kalyanasis Sahu,Professor,"Indian Institute of Technology, Guwahati",Department of Chemistry,Applied Chemistry,"Time Resolved Absorption and Fluorescence Spectroscopy, SHG, MUPPETS","[""Professor | Department of Chemistry | Indian Institute of Technology, Guwahati""]",Indian Institute of Technology Guwahati,,,,,,,,,,
https://iitg.irins.org/profile/4095,Prof Abu Taleb Khan,Professor,"Indian Institute of Technology, Guwahati",Department of Chemistry,Multidisciplinary Chemistry,Heterocycles and Carbohydrate Chemistry,"[""Professor | Department of Chemistry | Indian Institute of Technology, Guwahati""]",Indian Institute of Technology Guwahati,,,,,,,,,,
https://iitg.irins.org/profile/21296,Prof Jubaraj Bikash Baruah,Professor,"Indian Institute of Technology, Guwahati",Department of Chemistry,Inorganic and Nuclear Chemistry,"Supramolecular chemistry, Advance materials, Structural chemistry, Homogeneous Catalysis","[""Professor | Department of Chemistry | Indian Institute of Technology, Guwahati""]",Indian Institute of Technology Guwahati,,,,,,,,,,
https://iitg.irins.org/profile/128229,Prof G. Krishnamoorthy,Professor,"Indian Institute of Technology, Guwahati",Department of Chemistry,Organic Chemistry,Organic Photochemistry and Spectroscopy,"[""Professor | Department of Chemistry | Indian Institute of Technology, Guwahati"", ""Associate Professor | Department of Chemistry | Indian Institute of Technology, Guwahati"", ""Assistant Professor | Department of Chemistry | Indian Institute of Technology, Guwahati""]",Indian Institute of Technology Guwahati,,,,,,,,,,
https://iitg.irins.org/profile/128216,Dr Shyam Prosad Biswas,Professor,"Indian Institute of Technology, Guwahati",Department of Chemistry,Applied Chemistry,"Gas/Vapor/Liquid Adsorption, Fluorescence Sensing and Catalytic Applications of Metal-Organic Frameworks (MOFs)","[""Professor | Department of Chemistry | Indian Institute of Technology, Guwahati""]",Indian Institute of Technology Guwahati,,,,,,,,,,
https://iitg.irins.org/profile/128225,Dr Animesh Das,Associate Professor,"Indian Institute of Technology, Guwahati",Department of Chemistry,Organic Chemistry,Organometallic chemistry and catalysis,"[""Associate Professor | Department of Chemistry | Indian Institute of Technology, Guwahati"", ""Assistant Professor | Department of Chemistry | Indian Institute of Technology, Guwahati""]",Indian Institute of Technology Guwahati,,,,,,,,,,
https://iitg.irins.org/profile/128203,Prof Subhas Chandra Pan,Professor,"Indian Institute of Technology, Guwahati",Department of Chemistry,Organic Chemistry,"Synthetic organic chemistry: Natural product synthesis with the emphasis of new synthetic methodology; development of new reactions, asymmetric organocatalysis and transition metal catalysis with new catalyst design; mechanistic study","[""Professor | Department of Chemistry | Indian Institute of Technology, Guwahati""]",Indian Institute of Technology Guwahati,,,,,,,,,,
https://iitg.irins.org/profile/128201,Prof Chandan K. Jana,Professor,"Indian Institute of Technology, Guwahati",Department of Chemistry,Organic Chemistry,Synthetic Organic Chemistry: Synthetic Methodology/ C-H Functionalization/ Multicomponent Reaction/ Development of New Reaction/ Synthesis and Functionalization of Heterocycles/ Asymmetric Synthesis/Total Synthesis of Natural Products and Bioactive Molecules,"[""Professor | Department of Chemistry | Indian Institute of Technology, Guwahati""]",Indian Institute of Technology Guwahati,,,,,,,,,,
https://iitg.irins.org/profile/4266,Prof Bhisma Kumar Patel,Professor,"Indian Institute of Technology, Guwahati",Department of Chemistry,Organic Chemistry,Bio-Organic Chemistry,"[""Professor | Department of Chemistry | Indian Institute of Technology, Guwahati""]",Indian Institute of Technology Guwahati,,,,,,,,,,
https://iitg.irins.org/profile/128204,Prof Sandip Paul,Professor,"Indian Institute of Technology, Guwahati",Department of Chemistry,Applied Chemistry,"Physical Chemistry, Computational Biophysics and Chemistry","[""Professor | Department of Chemistry | Indian Institute of Technology, Guwahati"", ""Associate Professor | Department of Chemistry | Indian Institute of Technology, Guwahati"", ""Assistant Professor | Department of Chemistry | Indian Institute of Technology, Guwahati""]",Indian Institute of Technology Guwahati,,,,,,,,,,
https://iitg.irins.org/profile/128197,Dr Kingsuk Mahata,Associate Professor,"Indian Institute of Technology, Guwahati",Department of Chemistry,Organic Chemistry,Applied (in)organic chemistry,"[""Associate Professor | Department of Chemistry | Indian Institute of Technology, Guwahati""]",Indian Institute of Technology Guwahati,,,,,,,,,,
https://iitg.irins.org/profile/4585,Prof Tharmalingam Punniyamurthy,Professor,"Indian Institute of Technology, Guwahati",Department of Chemistry,Multidisciplinary Chemistry,Synthetic Organic Chemistry,"[""Professor | Department of Chemistry | Indian Institute of Technology, Guwahati""]",Indian Institute of Technology Guwahati,,,,,,,,,,
https://iitg.irins.org/profile/128217,Prof V. Manivannan,Professor,"Indian Institute of Technology, Guwahati",Department of Chemistry,Applied Chemistry,Coordination Chemistry,"[""Professor | Department of Chemistry | Indian Institute of Technology, Guwahati""]",Indian Institute of Technology Guwahati,,,,,,,,,,
https://iitg.irins.org/profile/128206,Prof Chivukula V Sastri,Professor,"Indian Institute of Technology, Guwahati",Department of Chemistry,Applied Chemistry,Biomimetic Chemistry and Chemical Biology,"[""Professor | Department of Chemistry | Indian Institute of Technology, Guwahati""]",Indian Institute of Technology Guwahati,,,,,,,,,,
https://iitg.irins.org/profile/128208,Prof A.S. Achalkumar,Professor,"Indian Institute of Technology, Guwahati",Department of Chemistry,Applied Chemistry,"Liquid crystals, Functional Materials, Molecular Electronics, Self Assembly, Green Chemistry","[""Professor | Department of Chemistry | Indian Institute of Technology, Guwahati"", ""Associate Professor | Department of Chemistry | Indian Institute of Technology, Guwahati"", ""Assistant Professor | Department of Chemistry | Indian Institute of Technology, Guwahati"", ""Post-Doctoral Fellow | Chemistry | RIKEN""]",Indian Institute of Technology Guwahati,,,,,,,,,,
https://iitg.irins.org/profile/128211,Prof Debapratim Das,Professor,"Indian Institute of Technology, Guwahati",Department of Chemistry,Applied Chemistry,"Supramolecular dynamic aggregates, peptides, lipids","[""Professor | Department of Chemistry | Indian Institute of Technology, Guwahati""]",Indian Institute of Technology Guwahati,,,,,,,,,,
https://iitg.irins.org/profile/128221,Dr Manabendra Sarma,Professor,"Indian Institute of Technology, Guwahati",Department of Chemistry,Applied Chemistry,"Development of new theoretical approaches to: Laser Assisted Control of Chemical Reactions, and, Resonances in Electron – Molecule Scattering","[""Professor | Department of Chemistry | Indian Institute of Technology, Guwahati"", ""Associate Professor | Department of Chemistry | Indian Institute of Technology, Guwahati""]",Indian Institute of Technology Guwahati,,,,,,,,,,
https://iitg.irins.org/profile/128207,Prof Parameswar Krishnan Iyer,Professor,"Indian Institute of Technology, Guwahati",Department of Chemistry,Organic Chemistry,"Organic and Polymer synthesis, Bio and Chemosensors, Optoelectronic devices","[""Professor | Department of Chemistry | Indian Institute of Technology, Guwahati"", ""Professor | Department of Chemistry | Indian Institute of Technology, Guwahati""]",Indian Institute of Technology Guwahati,,,,,,,,,,
https://iitg.irins.org/profile/4583,Prof Anumita Paul,Professor,"Indian Institute of Technology, Guwahati",Department of Chemistry,Multidisciplinary Chemistry,"Catalysis,Thin Films","[""Professor | Department of Chemistry | Indian Institute of Technology, Guwahati""]",Indian Institute of Technology Guwahati,,,,,,,,,,
https://iitg.irins.org/profile/128200,Prof Subhendu Sekhar Bag,Professor,"Indian Institute of Technology, Guwahati",Department of Chemistry,Organic Chemistry,"Bio-Organic/Medicinal Chemistry of Nucleic Acids, Peptides, and b-Lactam Antibiotics","[""Professor | Department of Chemistry | Indian Institute of Technology, Guwahati""]",Indian Institute of Technology Guwahati,,,,,,,,,,
https://iitg.irins.org/profile/128198,Dr Pavan K. Kancharla,Associate Professor,"Indian Institute of Technology, Guwahati",Department of Chemistry,Organic Chemistry,"Organic Chemistry, Carbohydrate Chemistry, Development of Synthetic Methodology, Organocatalysis","[""Associate Professor | Department of Chemistry | Indian Institute of Technology, Guwahati"", ""Assistant Professor | Department of Chemistry | Indian Institute of Technology, Guwahati""]",Indian Institute of Technology Guwahati,,,,,,,,,,
https://iitg.irins.org/profile/153313,Prof Gautam Barua,Professor,"Indian Institute of Technology, Guwahati",Department of Civil Engineering,Civil Engineering,Subsurface Hydrology,"[""Professor | Department of Civil Engineering | Indian Institute of Technology, Guwahati""]",Indian Institute of Technology Guwahati,,,,,,,,,,
https://iitg.irins.org/profile/128258,Dr Abhishek Kumar,Associate Professor,"Indian Institute of Technology, Guwahati",Department of Civil Engineering,Geological Engineering,Geotechnical Engineering,"[""Associate Professor | Department of Civil Engineering | Indian Institute of Technology, Guwahati""]",Indian Institute of Technology Guwahati,,,,,,,,,,
https://iitg.irins.org/profile/128260,Dr Anjan Kumar S,Assistant Professor,"Indian Institute of Technology, Guwahati",Department of Civil Engineering,Transportation Science and Technology,Transportation Engineering,"[""Assistant Professor | Department of Civil Engineering | Indian Institute of Technology, Guwahati""]",Indian Institute of Technology Guwahati,,,,,,,,,,
https://iitg.irins.org/profile/128259,Dr Ajay Dashora,Assistant Professor,"Indian Institute of Technology, Guwahati",Department of Civil Engineering,Geological Engineering,Geomatics (Remote Sensing and Survey Engineering),"[""Assistant Professor | Department of Civil Engineering | Indian Institute of Technology, Guwahati""]",Indian Institute of Technology Guwahati,,,,,,,,,,
https://iitg.irins.org/profile/128238,Prof Rajib Kumar Bhattacharjya,Professor,"Indian Institute of Technology, Guwahati",Department of Civil Engineering,Civil Engineering,"Hydraulics and Water Resources,
Impact of Climate Change,
Surface water Groundwater Interaction,
Flood Modeling,
Assessment of Flood Hazard and Vulnerability,
Optimization methods,
Artificial neural network","[""Professor | Department of Civil Engineering | Indian Institute of Technology, Guwahati"", ""Associate Professor | Indian Institute of Technology, Guwahati"", ""Assistant Professor | Indian Institute of Technology, Guwahati"", ""Assistant Professor | National Institute of Technology, Silchar"", ""Lecturer | National Institute of Technology, Silchar"", ""Lecturer | Jorhat Engineering College""]",Indian Institute of Technology Guwahati,,,,,,,,,,
https://iitg.irins.org/profile/268266,Dr Sparsh Johari,Assistant Professor,"Indian Institute of Technology, Guwahati",Department of Civil Engineering,Civil Engineering,"Construction Project Management, Workforce Management, Capacity Building, Skill Development Training, Construction Productivity, Project Performance, Risk Management, Construction Quality, Safety, and health","[""Assistant Professor | Department of Civil Engineering | Indian Institute of Technology, Guwahati""]",Indian Institute of Technology Guwahati,,,,,,,,,,
https://iitg.irins.org/profile/128253,Dr Arindam Dey,Associate Professor,"Indian Institute of Technology, Guwahati",Department of Civil Engineering,Geological Engineering,Geotechnical Engineering,"[""Associate Professor | Department of Civil Engineering | Indian Institute of Technology, Guwahati""]",Indian Institute of Technology Guwahati,,,,,,,,,,
https://iitg.irins.org/profile/268253,Dr Santu Kar,Assistant Professor,"Indian Institute of Technology, Guwahati",Department of Civil Engineering,Civil Engineering,"Construction Technology and Management,
Material Management,
ICT and Automation in Construction,
Decision Support System,
Advanced Statistical Techniques and Optimization in Construction Management,
Building Information Modelling,
Sustainable Construction,
Risk Management,
Green Building","[""Assistant Professor | Department of Civil Engineering | Indian Institute of Technology, Guwahati"", ""Assistant Professor | Mahindra University École Centrale School of Engineering (MU)"", ""Assistant Manager | Larsen & Toubro: L&T India""]",Indian Institute of Technology Guwahati,,,,,,,,,,
https://iitg.irins.org/profile/4693,Prof A. Dutta,Professor,"Indian Institute of Technology, Guwahati",Department of Civil Engineering,Civil Engineering,"Computational Mechanics, Structural Dynamics, SHM","[""Professor | Department of Civil Engineering | Indian Institute of Technology, Guwahati""]",Indian Institute of Technology Guwahati,,,,,,,,,,
