url,name,designation,college,department,research_area,research_area_details,experience,institution_name,,,,,,,,,,
https://iitd.irins.org/profile/85683,Prof Vamsi K. Komarala,Professor (HAG),Indian Institute of Technology Delhi,Department of Energy Science and Engineering,Energy and Fuels,"Application of nano-science & plasmonics for enhancing the solar cell efficiency, Optical properties of nanostructured metal and semiconducting Materials, Investigations on Nano-Photonics & Plasmonics for enhancing the efficiency of solar cells, Hetero- junction silicon and Perovskite solar cells optical and electronic properties","[""Professor (HAG) | Department of Energy Science and Engineering | Indian Institute of Technology Delhi"", ""Professor | Department of Energy Science and Engineering | Indian Institute of Technology Delhi"", ""Associate Professor | Centre for Energy Studies | Indian Institute of Technology Delhi""]",Indian Institute of Technology Delhi,,,,,,,,,,
https://iitd.irins.org/profile/16864,Prof Viresh Dutta,Professor,Indian Institute of Technology Delhi,Department of Energy Science and Engineering,Meteorology and Atmospheric Sciences,"Solar Photovoltaics, Semiconductor nanoparticles and Embedded systems, Experimental Solid State Physics, Thin Film Physics, Photovoltaics","[""Professor | Department of Energy Science and Engineering | Indian Institute of Technology Delhi""]",Indian Institute of Technology Delhi,,,,,,,,,,
https://iitd.irins.org/profile/16878,Prof T.S. Bhatti,Professor,Indian Institute of Technology Delhi,Department of Energy Science and Engineering,Energy and Fuels,"Electrical Energy Systems, Reactive Power Compensation, Power System Control and Optimization, Wind & Hydro Power Generation","[""Professor | Department of Energy Science and Engineering | Indian Institute of Technology Delhi""]",Indian Institute of Technology Delhi,,,,,,,,,,
https://iitd.irins.org/profile/70053,Prof S. K. Tyagi,Associate Professor,Indian Institute of Technology Delhi,Department of Energy Science and Engineering,Energy and Fuels,"Area of interest: Energy and Exergy Analyses, Solar-Biomass, Solar Thermal, Energy Conservation","[""Associate Professor | Department of Energy Science and Engineering | Indian Institute of Technology Delhi""]",Indian Institute of Technology Delhi,,,,,,,,,,
https://iitd.irins.org/profile/70247,Prof Sumit Kumar Chattopadhyay,Assistant Professor,Indian Institute of Technology Delhi,Department of Energy Science and Engineering,Energy and Fuels,"Power Electronics Converters, Renewable Energy, Smart Grid, Micro-grid","[""Assistant Professor | Department of Energy Science and Engineering | Indian Institute of Technology Delhi""]",Indian Institute of Technology Delhi,,,,,,,,,,
https://iitd.irins.org/profile/388393,Prof Trilok Singh,Associate Professor,Indian Institute of Technology Delhi,Department of Energy Science and Engineering,Nanoscience and Nanotechnology,Perovskite solar cell stability and efficiency, Solar driven water splitting, Development of printable functional nanostructure materials for energy applications,,,,,,,,,,
https://iitd.irins.org/profile/657030,Prof Avanish  Tripathi,Associate Professor,Indian Institute of Technology Delhi,Department of Energy Science and Engineering,Electrical and Electronic Engineering,"Research interests include power electronics, electric transportation, electric vehicle charging infrastructure, wind & solar power generation, multi-motor drives & complex converters, high-power & high-speed motor drives, pulse width modulation techniques, modelling & control of power converters, power converter technologies, grid connected converters and low switching frequency operation & control.","[""Associate Professor | Department of Energy Science and Engineering | Indian Institute of Technology Delhi"", ""Assistant Professor (Grade-I) | Department of Energy Science and Engineering | Indian Institute of Technology Delhi""]",Indian Institute of Technology Delhi,,,,,,,,,,
https://iitd.irins.org/profile/388564,Prof Rabindra Mohanty,Assistant Professor,Indian Institute of Technology Delhi,Department of Energy Science and Engineering,Electrical and Electronic Engineering,Power Systems,"[""Assistant Professor | Department of Energy Science and Engineering | Indian Institute of Technology Delhi"", ""Assistant Professor | Indian Institute of Technology BHU Varanasi"", ""Assistant Professor | Birla Institute of Technology and Science, Pilani""]",Indian Institute of Technology Delhi,,,,,,,,,,
https://iitd.irins.org/profile/16871,Prof R. P. Sharma,Professor,Indian Institute of Technology Delhi,Department of Energy Science and Engineering,Energy and Fuels,"Energy Studies, Space Plasmas, Laser Plasma Interactions,
Plasmonics","[""Professor | Department of Energy Science and Engineering | Indian Institute of Technology Delhi""]",Indian Institute of Technology Delhi,,,,,,,,,,
https://iitd.irins.org/profile/70051,Prof R. Uma,Professor,Indian Institute of Technology Delhi,Department of Energy Science and Engineering,Energy and Fuels,"Nonlinear Phenomena in Plasma Physics and Optics particularly the area of Laser-Plasma and other Nonlinear E.M. Wave interactions with Plasmas and Nonlinear Dynamical aspects of Magnetic Confinement, Optics of plasmas, CHAOS in : A Class of Problems with continuous Spectrum Dynamics Exhibiting Chaos in Plasma Physics, Other Chaotic Breakdown Processes, On Converting Some Hamiltonian Flows to Mappings, Nonlinear Dynamics of Solitons and self-focusing, Berry Phase Effects in Plasma Physics, Couple","[""Professor | Department of Energy Science and Engineering | Indian Institute of Technology Delhi"", ""Associate Professor | Department of Energy Science and Engineering | Indian Institute of Technology Delhi""]",Indian Institute of Technology Delhi,,,,,,,,,,
https://iitd.irins.org/profile/292325,Prof Snehasish Panigrahy,Assistant Professor,Indian Institute of Technology Delhi,Department of Energy Science and Engineering,Energy and Fuels,"Combustion Science, Kinetic Modeling, CFD, Heat Transfer","[""Assistant Professor | Department of Energy Science and Engineering | Indian Institute of Technology Delhi""]",Indian Institute of Technology Delhi,,,,,,,,,,
https://iitd.irins.org/profile/70235,Prof Ashu Verma,Professor,Indian Institute of Technology Delhi,Department of Energy Science and Engineering,Energy and Fuels,"Power System Planning, Renewable Energy Systems, Power System Operation and Control","[""Professor | Department of Energy Science and Engineering | Indian Institute of Technology Delhi"", ""Associate Professor | Department of Energy Science and Engineering | Indian Institute of Technology Delhi""]",Indian Institute of Technology Delhi,,,,,,,,,,
https://iitd.irins.org/profile/150876,Prof Vipin Kumar,,"Indian Institute of Technology, Delhi",Department of Energy Science and Engineering,Energy and Fuels,"Electrochemical energy storage using metal–sulfur batteries (e.g., Na–S), and flexible and stretchable chemical vapour sensors based on layered materials for environmental applications, Solid Electrolyte Interphase (SEI) and metal dendrites","[""Assistant Professor | Department of Energy Science and Engineering | Indian Institute of Technology Delhi""]",Indian Institute of Technology Delhi,,,,,,,,,,
https://iitd.irins.org/profile/70243,Prof Satyananda Kar,Associate Professor,Indian Institute of Technology Delhi,Department of Energy Science and Engineering,Energy and Fuels,"Atmospheric Pressure Plasma (Biomedical applications, waste water treatment, waste to energy, etc.), Plasma Sources (DC, RF, mw), Plasma Diagnostics, Plasma Processing, Waves in Plasmas","[""Associate Professor | Department of Energy Science and Engineering | Indian Institute of Technology Delhi"", ""Assistant Professor | Indian Institute of Technology Delhi""]",Indian Institute of Technology Delhi,,,,,,,,,,
https://iitd.irins.org/profile/70249,Prof Kaushik Saha,Assistant Professor,Indian Institute of Technology Delhi,Department of Energy Science and Engineering,Energy and Fuels,"Two-phase flows in automotive and power generation sectors, IC engine processes, NOx after-treatment with Urea-SCR","[""Assistant Professor | Department of Energy Science and Engineering | Indian Institute of Technology Delhi""]",Indian Institute of Technology Delhi,,,,,,,,,,
https://iitd.irins.org/profile/70239,Prof Sandeep Kumar Pathak,Assistant Professor,Indian Institute of Technology Delhi,Department of Energy Science and Engineering,Energy and Fuels,"Fabrication of perovskite based photovoltaic devices, photo-physical properties","[""Assistant Professor | Department of Energy Science and Engineering | Indian Institute of Technology Delhi""]",Indian Institute of Technology Delhi,,,,,,,,,,
https://iitd.irins.org/profile/85693,Prof Vinod Kumar,Inspire Faculty,Indian Institute of Technology Delhi,Department of Energy Science and Engineering,Energy and Fuels,"Area of interest: Development of nano-structures, nano-composites, nano-phosphors etc.","[""Inspire Faculty | Department of Energy Science and Engineering | Indian Institute of Technology Delhi""]",Indian Institute of Technology Delhi,,,,,,,,,,
https://iitd.irins.org/profile/615828,Dr Sujeet Yadav,Assistant Professor (Grade-I),Indian Institute of Technology Delhi,Department of Energy Science and Engineering,Energy and Fuels,"High-fidelity modeling of reactive flows, multiphase modelling, CCS technologies","[""Assistant Professor (Grade-I) | Department of Energy Science and Engineering | Indian Institute of Technology Delhi""]",Indian Institute of Technology Delhi,,,,,,,,,,
https://iitd.irins.org/profile/85685,Prof Ramesh Narayanan,Head of the Department,Indian Institute of Technology Delhi,Department of Energy Science and Engineering,Fluids and Plasmas Physics,"Design and characterization of plasma sources (dc/rf/microwave/ECR), for various national and societal applications in different geometries, with emphasis on ECR and RF sources, Large Area Plasma Sources for fusion and large area plasma processing systems, Waste-to-Energy: Utility of plasma processes, energy conversion efficiency and environment hazards, Tokamak Physics, time-series analysis","[""Head of the Department | Department of Energy Science and Engineering | Indian Institute of Technology Delhi"", ""Professor | Department of Energy Science and Engineering | Indian Institute of Technology Delhi"", ""Associate Professor | Department of Energy Science and Engineering | Indian Institute of Technology Delhi"", ""Assistant Professor | Centre for Energy Studies | Indian Institute of Technology Delhi""]",Indian Institute of Technology Delhi,,,,,,,,,,
https://iitd.irins.org/profile/85699,Prof D. K. Sharma,Professor,Indian Institute of Technology Delhi,Department of Energy Science and Engineering,Energy and Fuels,"Biomass, Petroleum, Nano-fuels, Biotechnology, Nanotechnology, Bioinformatics, Environmental Pollution, Fuel Technology, Biotechnology, Carbon-Materials, Polymers,
Chemical Technology, Process Development","[""Professor | Department of Energy Science and Engineering | Indian Institute of Technology Delhi""]",Indian Institute of Technology Delhi,,,,,,,,,,
